Type,Datetime,Account,Amount,Value,Rate,Fee,Sub Type
Market,"Jan. 11, 2021, 03:32 AM",Main Account,0.02500000 BTC,707.85 EUR,28314.00 EUR,1.55727 EUR,Buy
Market,"Jan. 11, 2021, 03:32 AM",Main Account,0.00739236 BTC,209.31 EUR,28314.00 EUR,0.46048 EUR,Buy
Market,"Jan. 11, 2021, 03:37 AM",Main Account,0.00544320 BTC,150.24 EUR,27602.00 EUR,0.33054 EUR,Buy
Market,"Jan. 11, 2021, 03:37 AM",Main Account,0.03455680 BTC,953.84 EUR,27602.00 EUR,2.09844 EUR,Buy
Market,"Jan. 11, 2021, 03:54 AM",Main Account,0.00544320 BTC,158.15 EUR,29054.00 EUR,0.34792 EUR,Sell
Market,"Jan. 11, 2021, 03:54 AM",Main Account,0.03455680 BTC,1004.01 EUR,29054.00 EUR,2.20883 EUR,Sell
Market,"Jan. 11, 2021, 06:48 AM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Buy
Market,"Jan. 11, 2021, 07:38 AM",Main Account,0.04000000 BTC,1132.56 EUR,28314.00 EUR,2.49163 EUR,Sell
Market,"Jan. 11, 2021, 10:06 AM",Main Account,0.00760764 BTC,226.73 EUR,29803.00 EUR,0.49881 EUR,Sell
Market,"Jan. 11, 2021, 10:06 AM",Main Account,0.02500000 BTC,745.08 EUR,29803.00 EUR,1.63917 EUR,Sell
Market,"Jan. 11, 2021, 10:06 AM",Main Account,0.00739236 BTC,220.31 EUR,29803.00 EUR,0.48469 EUR,Sell
Market,"Jan. 11, 2021, 11:15 AM",Main Account,0.00215590 BTC,61.04 EUR,28314.00 EUR,0.13429 EUR,Buy
Market,"Jan. 11, 2021, 11:55 AM",Main Account,0.00942577 BTC,266.88 EUR,28314.00 EUR,0.58714 EUR,Buy
Market,"Jan. 11, 2021, 11:55 AM",Main Account,0.02841833 BTC,804.64 EUR,28314.00 EUR,1.77020 EUR,Buy
Market,"Jan. 11, 2021, 12:05 PM",Main Account,0.04000000 BTC,1104.08 EUR,27602.00 EUR,2.42898 EUR,Buy
Market,"Jan. 11, 2021, 01:59 PM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Buy
Market,"Jan. 11, 2021, 02:07 PM",Main Account,0.04000000 BTC,1048.92 EUR,26223.00 EUR,2.30762 EUR,Buy
Market,"Jan. 11, 2021, 02:12 PM",Main Account,0.04000000 BTC,1022.20 EUR,25555.00 EUR,2.24884 EUR,Buy
Market,"Jan. 11, 2021, 02:21 PM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Sell
Market,"Jan. 11, 2021, 02:46 PM",Main Account,0.04000000 BTC,1104.08 EUR,27602.00 EUR,2.42898 EUR,Sell
Market,"Jan. 11, 2021, 03:33 PM",Main Account,0.04000000 BTC,1048.92 EUR,26223.00 EUR,2.30762 EUR,Buy
Market,"Jan. 11, 2021, 04:01 PM",Main Account,0.00870068 BTC,222.35 EUR,25555.00 EUR,0.48916 EUR,Buy
Market,"Jan. 11, 2021, 04:01 PM",Main Account,0.03129932 BTC,799.85 EUR,25555.00 EUR,1.75968 EUR,Buy
Market,"Jan. 11, 2021, 04:35 PM",Main Account,0.04000000 BTC,996.52 EUR,24913.00 EUR,2.19234 EUR,Buy
Market,"Jan. 11, 2021, 05:19 PM",Main Account,0.03044045 BTC,798.24 EUR,26223.00 EUR,1.75613 EUR,Sell
Market,"Jan. 11, 2021, 05:19 PM",Main Account,0.00692331 BTC,181.55 EUR,26223.00 EUR,0.39941 EUR,Sell
Market,"Jan. 11, 2021, 05:19 PM",Main Account,0.00263624 BTC,69.13 EUR,26223.00 EUR,0.15209 EUR,Sell
Market,"Jan. 11, 2021, 05:30 PM",Main Account,0.00870068 BTC,234.04 EUR,26899.00 EUR,0.51489 EUR,Sell
Market,"Jan. 11, 2021, 05:30 PM",Main Account,0.03129932 BTC,841.92 EUR,26899.00 EUR,1.85222 EUR,Sell
Market,"Jan. 11, 2021, 09:12 PM",Main Account,0.03995539 BTC,1102.85 EUR,27602.00 EUR,2.42627 EUR,Sell
Market,"Jan. 11, 2021, 09:12 PM",Main Account,0.00004461 BTC,1.23 EUR,27602.00 EUR,0.00271 EUR,Sell
Market,"Jan. 11, 2021, 09:24 PM",Main Account,0.04000000 BTC,1132.56 EUR,28314.00 EUR,2.49163 EUR,Sell
Market,"Jan. 11, 2021, 11:44 PM",Main Account,0.00135877 BTC,39.48 EUR,29054.00 EUR,0.08685 EUR,Sell
Market,"Jan. 11, 2021, 11:44 PM",Main Account,0.03864123 BTC,1122.68 EUR,29054.00 EUR,2.46990 EUR,Sell
Market,"Jan. 12, 2021, 06:22 AM",Main Account,0.00215590 BTC,64.25 EUR,29803.00 EUR,0.14136 EUR,Sell
Market,"Jan. 12, 2021, 06:22 AM",Main Account,0.00942577 BTC,280.92 EUR,29803.00 EUR,0.61802 EUR,Sell
Market,"Jan. 12, 2021, 06:22 AM",Main Account,0.02841833 BTC,846.95 EUR,29803.00 EUR,1.86329 EUR,Sell
Market,"Jan. 12, 2021, 01:25 PM",Main Account,0.04000000 BTC,1132.56 EUR,28314.00 EUR,2.49163 EUR,Buy
Market,"Jan. 12, 2021, 01:55 PM",Main Account,0.04000000 BTC,1104.08 EUR,27602.00 EUR,2.42898 EUR,Buy
Market,"Jan. 12, 2021, 02:29 PM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Buy
Market,"Jan. 12, 2021, 04:04 PM",Main Account,0.00502370 BTC,142.24 EUR,28314.00 EUR,0.31293 EUR,Sell
Market,"Jan. 12, 2021, 04:05 PM",Main Account,0.00351416 BTC,99.50 EUR,28314.00 EUR,0.21890 EUR,Sell
Market,"Jan. 12, 2021, 04:05 PM",Main Account,0.03146214 BTC,890.82 EUR,28314.00 EUR,1.95980 EUR,Sell
Market,"Jan. 12, 2021, 06:12 PM",Main Account,0.04000000 BTC,1162.16 EUR,29054.00 EUR,2.55675 EUR,Sell
Market,"Jan. 12, 2021, 10:50 PM",Main Account,0.04000000 BTC,1104.08 EUR,27602.00 EUR,2.42898 EUR,Buy
Market,"Jan. 13, 2021, 12:38 AM",Main Account,0.02999135 BTC,806.74 EUR,26899.00 EUR,1.77482 EUR,Buy
Market,"Jan. 13, 2021, 12:38 AM",Main Account,0.01000865 BTC,269.22 EUR,26899.00 EUR,0.59229 EUR,Buy
Market,"Jan. 13, 2021, 07:27 AM",Main Account,0.02999135 BTC,849.18 EUR,28314.00 EUR,1.86819 EUR,Sell
Market,"Jan. 13, 2021, 07:27 AM",Main Account,0.01000865 BTC,283.38 EUR,28314.00 EUR,0.62345 EUR,Sell
Market,"Jan. 13, 2021, 06:31 PM",Main Account,0.04000000 BTC,1162.16 EUR,29054.00 EUR,2.55675 EUR,Sell
Market,"Jan. 13, 2021, 08:08 PM",Main Account,0.04000000 BTC,1192.12 EUR,29803.00 EUR,2.62266 EUR,Sell
Market,"Jan. 13, 2021, 09:49 PM",Main Account,0.04000000 BTC,1223.28 EUR,30582.00 EUR,2.69122 EUR,Sell
Market,"Jan. 14, 2021, 01:57 PM",Main Account,0.04000000 BTC,1287.64 EUR,32191.00 EUR,2.83281 EUR,Sell
Market,"Jan. 14, 2021, 03:35 PM",Main Account,0.04000000 BTC,1320.84 EUR,33021.00 EUR,2.90585 EUR,Sell
Market,"Jan. 15, 2021, 05:47 AM",Main Account,0.04000000 BTC,1254.84 EUR,31371.00 EUR,2.76065 EUR,Buy
Market,"Jan. 15, 2021, 02:24 PM",Main Account,0.03000000 BTC,917.46 EUR,30582.00 EUR,2.01841 EUR,Buy
Market,"Jan. 15, 2021, 02:24 PM",Main Account,0.01000000 BTC,305.82 EUR,30582.00 EUR,0.67280 EUR,Buy
Market,"Jan. 15, 2021, 03:47 PM",Main Account,0.04000000 BTC,1192.12 EUR,29803.00 EUR,2.62266 EUR,Buy
Market,"Jan. 15, 2021, 04:01 PM",Main Account,0.04000000 BTC,1162.16 EUR,29054.00 EUR,2.55675 EUR,Buy
Market,"Jan. 16, 2021, 12:01 AM",Main Account,0.04000000 BTC,1223.28 EUR,30582.00 EUR,2.69122 EUR,Sell
Market,"Jan. 16, 2021, 10:05 AM",Main Account,0.01278093 BTC,400.95 EUR,31371.00 EUR,0.88209 EUR,Sell
Market,"Jan. 16, 2021, 10:05 AM",Main Account,0.00100000 BTC,31.37 EUR,31371.00 EUR,0.06902 EUR,Sell
Market,"Jan. 16, 2021, 10:06 AM",Main Account,0.00306000 BTC,96.00 EUR,31371.00 EUR,0.21119 EUR,Sell
Market,"Jan. 16, 2021, 10:06 AM",Main Account,0.02315907 BTC,726.52 EUR,31371.00 EUR,1.59835 EUR,Sell
Market,"Jan. 17, 2021, 09:51 AM",Main Account,0.04000000 BTC,1132.56 EUR,28314.00 EUR,2.49163 EUR,Buy
Market,"Jan. 17, 2021, 04:31 PM",Main Account,0.04000000 BTC,1192.12 EUR,29803.00 EUR,2.62266 EUR,Sell
Market,"Jan. 18, 2021, 03:30 AM",Main Account,0.03913920 BTC,1137.15 EUR,29054.00 EUR,2.50173 EUR,Buy
Market,"Jan. 18, 2021, 03:30 AM",Main Account,0.00086080 BTC,25.01 EUR,29054.00 EUR,0.05502 EUR,Buy
Market,"Jan. 18, 2021, 12:06 PM",Main Account,0.03834840 BTC,1172.77 EUR,30582.00 EUR,2.58010 EUR,Sell
Market,"Jan. 18, 2021, 12:06 PM",Main Account,0.00079080 BTC,24.18 EUR,30582.00 EUR,0.05321 EUR,Sell
Market,"Jan. 18, 2021, 12:06 PM",Main Account,0.00086080 BTC,26.32 EUR,30582.00 EUR,0.05791 EUR,Sell
Market,"Jan. 18, 2021, 04:15 PM",Main Account,0.04000000 BTC,1192.12 EUR,29803.00 EUR,2.62266 EUR,Buy
Market,"Jan. 20, 2021, 03:36 AM",Main Account,0.04000000 BTC,1162.16 EUR,29054.00 EUR,2.55675 EUR,Buy
Market,"Jan. 20, 2021, 11:16 AM",Main Account,0.04000000 BTC,1132.56 EUR,28314.00 EUR,2.49163 EUR,Buy
Market,"Jan. 21, 2021, 08:55 AM",Main Account,0.00200000 BTC,55.20 EUR,27602.00 EUR,0.12145 EUR,Buy
Market,"Jan. 21, 2021, 08:55 AM",Main Account,0.00200000 BTC,55.20 EUR,27602.00 EUR,0.12145 EUR,Buy
Market,"Jan. 21, 2021, 08:55 AM",Main Account,0.03000000 BTC,828.06 EUR,27602.00 EUR,1.82173 EUR,Buy
Market,"Jan. 21, 2021, 08:55 AM",Main Account,0.00600000 BTC,165.61 EUR,27602.00 EUR,0.36435 EUR,Buy
Market,"Jan. 21, 2021, 09:36 AM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Buy
Market,"Jan. 21, 2021, 12:05 PM",Main Account,0.00703367 BTC,184.44 EUR,26223.00 EUR,0.40578 EUR,Buy
Market,"Jan. 21, 2021, 12:05 PM",Main Account,0.03296633 BTC,864.48 EUR,26223.00 EUR,1.90185 EUR,Buy
Market,"Jan. 21, 2021, 02:43 PM",Main Account,0.04000000 BTC,1022.20 EUR,25555.00 EUR,2.24884 EUR,Buy
Market,"Jan. 21, 2021, 07:38 PM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Sell
Market,"Jan. 21, 2021, 10:01 PM",Main Account,0.04000000 BTC,1022.20 EUR,25555.00 EUR,2.24884 EUR,Buy
Market,"Jan. 21, 2021, 10:29 PM",Main Account,0.04000000 BTC,996.52 EUR,24913.00 EUR,2.19234 EUR,Buy
Market,"Jan. 22, 2021, 05:50 AM",Main Account,0.04000000 BTC,1048.92 EUR,26223.00 EUR,2.30762 EUR,Sell
Market,"Jan. 22, 2021, 03:06 PM",Main Account,0.01113721 BTC,299.58 EUR,26899.00 EUR,0.65908 EUR,Sell
Market,"Jan. 22, 2021, 03:08 PM",Main Account,0.00365207 BTC,98.24 EUR,26899.00 EUR,0.21612 EUR,Sell
Market,"Jan. 22, 2021, 03:09 PM",Main Account,0.02521072 BTC,678.14 EUR,26899.00 EUR,1.49191 EUR,Sell
Market,"Jan. 22, 2021, 07:24 PM",Main Account,0.00703367 BTC,194.14 EUR,27602.00 EUR,0.42712 EUR,Sell
Market,"Jan. 22, 2021, 07:24 PM",Main Account,0.02909011 BTC,802.95 EUR,27602.00 EUR,1.76648 EUR,Sell
Market,"Jan. 22, 2021, 07:24 PM",Main Account,0.00387622 BTC,106.99 EUR,27602.00 EUR,0.23538 EUR,Sell
Market,"Jan. 23, 2021, 11:17 AM",Main Account,0.04000000 BTC,1048.92 EUR,26223.00 EUR,2.30762 EUR,Buy
Market,"Jan. 24, 2021, 07:30 PM",Main Account,0.04000000 BTC,1022.20 EUR,25555.00 EUR,2.24884 EUR,Buy
Market,"Jan. 25, 2021, 12:30 AM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Sell
Market,"Jan. 25, 2021, 03:53 AM",Main Account,0.04000000 BTC,1104.08 EUR,27602.00 EUR,2.42898 EUR,Sell
Market,"Jan. 25, 2021, 01:11 PM",Main Account,0.04000000 BTC,1132.56 EUR,28314.00 EUR,2.49163 EUR,Sell
Market,"Jan. 25, 2021, 09:25 PM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Buy
Market,"Jan. 26, 2021, 12:01 AM",Main Account,0.04000000 BTC,1048.92 EUR,26223.00 EUR,2.30762 EUR,Buy
Market,"Jan. 26, 2021, 02:43 PM",Main Account,0.01042795 BTC,266.49 EUR,25555.00 EUR,0.58627 EUR,Buy
Market,"Jan. 26, 2021, 02:43 PM",Main Account,0.01980076 BTC,506.01 EUR,25555.00 EUR,1.11322 EUR,Buy
Market,"Jan. 26, 2021, 02:43 PM",Main Account,0.00977129 BTC,249.71 EUR,25555.00 EUR,0.54935 EUR,Buy
Market,"Jan. 26, 2021, 10:59 PM",Main Account,0.01042795 BTC,280.50 EUR,26899.00 EUR,0.61710 EUR,Sell
Market,"Jan. 26, 2021, 10:59 PM",Main Account,0.00838205 BTC,225.47 EUR,26899.00 EUR,0.49603 EUR,Sell
Market,"Jan. 26, 2021, 10:59 PM",Main Account,0.01042000 BTC,280.29 EUR,26899.00 EUR,0.61663 EUR,Sell
Market,"Jan. 26, 2021, 10:59 PM",Main Account,0.00099871 BTC,26.86 EUR,26899.00 EUR,0.05910 EUR,Sell
Market,"Jan. 26, 2021, 10:59 PM",Main Account,0.00977129 BTC,262.84 EUR,26899.00 EUR,0.57824 EUR,Sell
Market,"Jan. 27, 2021, 09:10 AM",Main Account,0.02700000 BTC,689.98 EUR,25555.00 EUR,1.51797 EUR,Buy
Market,"Jan. 27, 2021, 09:10 AM",Main Account,0.01300000 BTC,332.22 EUR,25555.00 EUR,0.73087 EUR,Buy
Market,"Jan. 27, 2021, 02:03 PM",Main Account,0.05569940 BTC,1387.64 EUR,24913.00 EUR,3.05281 EUR,Buy
Market,"Jan. 28, 2021, 05:58 AM",Main Account,0.05569940 BTC,1460.61 EUR,26223.00 EUR,3.21333 EUR,Sell
Market,"Jan. 28, 2021, 06:49 PM",Main Account,0.02700000 BTC,726.27 EUR,26899.00 EUR,1.59780 EUR,Sell
Market,"Jan. 28, 2021, 06:49 PM",Main Account,0.01300000 BTC,349.69 EUR,26899.00 EUR,0.76931 EUR,Sell
Market,"Jan. 28, 2021, 11:00 PM",Main Account,0.01240135 BTC,342.30 EUR,27602.00 EUR,0.75306 EUR,Sell
Market,"Jan. 28, 2021, 11:00 PM",Main Account,0.00352745 BTC,97.36 EUR,27602.00 EUR,0.21420 EUR,Sell
Market,"Jan. 28, 2021, 11:01 PM",Main Account,0.02407120 BTC,664.41 EUR,27602.00 EUR,1.46171 EUR,Sell
Market,"Jan. 29, 2021, 12:32 AM",Main Account,0.02734660 BTC,774.29 EUR,28314.00 EUR,1.70344 EUR,Sell
Market,"Jan. 29, 2021, 12:32 AM",Main Account,0.01265340 BTC,358.27 EUR,28314.00 EUR,0.78819 EUR,Sell
Market,"Jan. 29, 2021, 08:55 AM",Main Account,0.00200000 BTC,58.11 EUR,29054.00 EUR,0.12784 EUR,Sell
Market,"Jan. 29, 2021, 08:55 AM",Main Account,0.00200000 BTC,58.11 EUR,29054.00 EUR,0.12784 EUR,Sell
Market,"Jan. 29, 2021, 08:55 AM",Main Account,0.03000000 BTC,871.62 EUR,29054.00 EUR,1.91756 EUR,Sell
Market,"Jan. 29, 2021, 08:55 AM",Main Account,0.00600000 BTC,174.32 EUR,29054.00 EUR,0.38351 EUR,Sell
Market,"Jan. 29, 2021, 08:56 AM",Main Account,0.04000000 BTC,1192.12 EUR,29803.00 EUR,2.62266 EUR,Sell
Market,"Jan. 29, 2021, 09:28 AM",Main Account,0.01569000 BTC,479.83 EUR,30582.00 EUR,1.05563 EUR,Sell
Market,"Jan. 29, 2021, 09:28 AM",Main Account,0.02431000 BTC,743.45 EUR,30582.00 EUR,1.63559 EUR,Sell
Market,"Jan. 29, 2021, 09:33 AM",Main Account,0.04000000 BTC,1254.84 EUR,31371.00 EUR,2.76065 EUR,Sell
Market,"Jan. 30, 2021, 05:36 PM",Main Account,0.04000000 BTC,1123.60 EUR,28090.00 EUR,2.47192 EUR,Buy
Market,"Jan. 31, 2021, 08:01 AM",Main Account,0.04000000 BTC,1104.08 EUR,27602.00 EUR,2.42898 EUR,Buy
Market,"Jan. 31, 2021, 05:52 PM",Main Account,0.04000000 BTC,1075.96 EUR,26899.00 EUR,2.36711 EUR,Buy
Market,"Jan. 31, 2021, 08:01 PM",Main Account,0.04000000 BTC,1080.04 EUR,27001.00 EUR,2.37609 EUR,Buy
Market,"Jan. 31, 2021, 08:01 PM",Main Account,0.04000000 BTC,1080.04 EUR,27001.00 EUR,2.37609 EUR,Buy
Market,"Jan. 31, 2021, 08:01 PM",Main Account,0.04000000 BTC,1080.04 EUR,27001.00 EUR,2.37609 EUR,Buy
Market,"Feb. 01, 2021, 06:41 AM",Main Account,0.04000000 BTC,1132.56 EUR,28314.00 EUR,2.49163 EUR,Sell
